// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 1 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="D:\MyRepo\GitRepo\Basics\Basics\bin\Release\net8.0\Basics-DefaultJob-1/" /p:OutDir="D:\MyRepo\GitRepo\Basics\Basics\bin\Release\net8.0\Basics-DefaultJob-1\bin\Release\net8.0/" /p:OutputPath="D:\MyRepo\GitRepo\Basics\Basics\bin\Release\net8.0\Basics-DefaultJob-1\bin\Release\net8.0/" /p:PublishDir="D:\MyRepo\GitRepo\Basics\Basics\bin\Release\net8.0\Basics-DefaultJob-1\publish/" in D:\MyRepo\GitRepo\Basics\Basics\bin\Release\net8.0\Basics-DefaultJob-1
// command took 0.79 sec and exited with 0
// start dotnet  build -c Release --no-restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="D:\MyRepo\GitRepo\Basics\Basics\bin\Release\net8.0\Basics-DefaultJob-1/" /p:OutDir="D:\MyRepo\GitRepo\Basics\Basics\bin\Release\net8.0\Basics-DefaultJob-1\bin\Release\net8.0/" /p:OutputPath="D:\MyRepo\GitRepo\Basics\Basics\bin\Release\net8.0\Basics-DefaultJob-1\bin\Release\net8.0/" /p:PublishDir="D:\MyRepo\GitRepo\Basics\Basics\bin\Release\net8.0\Basics-DefaultJob-1\publish/" --output "D:\MyRepo\GitRepo\Basics\Basics\bin\Release\net8.0\Basics-DefaultJob-1\bin\Release\net8.0/" in D:\MyRepo\GitRepo\Basics\Basics\bin\Release\net8.0\Basics-DefaultJob-1
// command took 3.43 sec and exited with 0
// ***** Done, took 00:00:04 (4.25 sec)   *****
// Found 1 benchmarks:
//   CheckPalindromeclass.CheckPalindrome: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
OverheadActual   5: 268435456 op, 771050300.00 ns, 2.8724 ns/op
OverheadActual   6: 268435456 op, 772144500.00 ns, 2.8765 ns/op
OverheadActual   7: 268435456 op, 776771200.00 ns, 2.8937 ns/op
OverheadActual   8: 268435456 op, 773659800.00 ns, 2.8821 ns/op
OverheadActual   9: 268435456 op, 772747800.00 ns, 2.8787 ns/op
OverheadActual  10: 268435456 op, 777160000.00 ns, 2.8951 ns/op
OverheadActual  11: 268435456 op, 774763100.00 ns, 2.8862 ns/op
OverheadActual  12: 268435456 op, 772255600.00 ns, 2.8769 ns/op
OverheadActual  13: 268435456 op, 769038200.00 ns, 2.8649 ns/op
OverheadActual  14: 268435456 op, 764799900.00 ns, 2.8491 ns/op
OverheadActual  15: 268435456 op, 768604700.00 ns, 2.8633 ns/op

WorkloadWarmup   1: 268435456 op, 972607700.00 ns, 3.6232 ns/op
WorkloadWarmup   2: 268435456 op, 969683200.00 ns, 3.6124 ns/op
WorkloadWarmup   3: 268435456 op, 962984900.00 ns, 3.5874 ns/op
WorkloadWarmup   4: 268435456 op, 966490900.00 ns, 3.6005 ns/op
WorkloadWarmup   5: 268435456 op, 971576200.00 ns, 3.6194 ns/op
WorkloadWarmup   6: 268435456 op, 973085100.00 ns, 3.6250 ns/op
WorkloadWarmup   7: 268435456 op, 977766000.00 ns, 3.6425 ns/op
WorkloadWarmup   8: 268435456 op, 985363700.00 ns, 3.6708 ns/op
WorkloadWarmup   9: 268435456 op, 988141000.00 ns, 3.6811 ns/op
WorkloadWarmup  10: 268435456 op, 976595000.00 ns, 3.6381 ns/op
WorkloadWarmup  11: 268435456 op, 976653700.00 ns, 3.6383 ns/op
WorkloadWarmup  12: 268435456 op, 975779800.00 ns, 3.6351 ns/op

// BeforeActualRun
WorkloadActual   1: 268435456 op, 978722900.00 ns, 3.6460 ns/op
WorkloadActual   2: 268435456 op, 975908800.00 ns, 3.6355 ns/op
WorkloadActual   3: 268435456 op, 972039500.00 ns, 3.6211 ns/op
WorkloadActual   4: 268435456 op, 976096100.00 ns, 3.6362 ns/op
WorkloadActual   5: 268435456 op, 971080800.00 ns, 3.6176 ns/op
WorkloadActual   6: 268435456 op, 979639800.00 ns, 3.6494 ns/op
WorkloadActual   7: 268435456 op, 975798600.00 ns, 3.6351 ns/op
WorkloadActual   8: 268435456 op, 973097900.00 ns, 3.6251 ns/op
WorkloadActual   9: 268435456 op, 972600000.00 ns, 3.6232 ns/op
WorkloadActual  10: 268435456 op, 977515300.00 ns, 3.6415 ns/op
WorkloadActual  11: 268435456 op, 978641500.00 ns, 3.6457 ns/op
WorkloadActual  12: 268435456 op, 978155300.00 ns, 3.6439 ns/op
WorkloadActual  13: 268435456 op, 977223300.00 ns, 3.6404 ns/op
WorkloadActual  14: 268435456 op, 978529400.00 ns, 3.6453 ns/op
WorkloadActual  15: 268435456 op, 980312900.00 ns, 3.6520 ns/op

// AfterActualRun
WorkloadResult   1: 268435456 op, 206467300.00 ns, 0.7692 ns/op
WorkloadResult   2: 268435456 op, 203653200.00 ns, 0.7587 ns/op
WorkloadResult   3: 268435456 op, 199783900.00 ns, 0.7443 ns/op
WorkloadResult   4: 268435456 op, 203840500.00 ns, 0.7594 ns/op
WorkloadResult   5: 268435456 op, 198825200.00 ns, 0.7407 ns/op
WorkloadResult   6: 268435456 op, 207384200.00 ns, 0.7726 ns/op
WorkloadResult   7: 268435456 op, 203543000.00 ns, 0.7583 ns/op
WorkloadResult   8: 268435456 op, 200842300.00 ns, 0.7482 ns/op
WorkloadResult   9: 268435456 op, 200344400.00 ns, 0.7463 ns/op
WorkloadResult  10: 268435456 op, 205259700.00 ns, 0.7647 ns/op
WorkloadResult  11: 268435456 op, 206385900.00 ns, 0.7688 ns/op
WorkloadResult  12: 268435456 op, 205899700.00 ns, 0.7670 ns/op
WorkloadResult  13: 268435456 op, 204967700.00 ns, 0.7636 ns/op
WorkloadResult  14: 268435456 op, 206273800.00 ns, 0.7684 ns/op
WorkloadResult  15: 268435456 op, 208057300.00 ns, 0.7751 ns/op
// GC:  0 0 0 0 268435456
// Threading:  0 0 268435456

// AfterAll
// Benchmark Process 26448 has exited with code 0.

Mean = 0.760 ns, StdErr = 0.003 ns (0.37%), N = 15, StdDev = 0.011 ns
Min = 0.741 ns, Q1 = 0.753 ns, Median = 0.764 ns, Q3 = 0.769 ns, Max = 0.775 ns
IQR = 0.015 ns, LowerFence = 0.730 ns, UpperFence = 0.792 ns
ConfidenceInterval = [0.749 ns; 0.772 ns] (CI 99.9%), Margin = 0.012 ns (1.53% of Mean)
Skewness = -0.47, Kurtosis = 1.74, MValue = 2

// ** Remained 0 (0.0%) benchmark(s) to run. Estimated finish 2026-01-04 9:48 (0h 0m from now) **
Successfully reverted power plan (GUID: 381b4222-f694-41f0-9685-ff5bb260df2e FriendlyName: Balanced)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\CheckPalindromeclass-report.csv
  BenchmarkDotNet.Artifacts\results\CheckPalindromeclass-report-github.md
  BenchmarkDotNet.Artifacts\results\CheckPalindromeclass-report.html

// * Detailed results *
CheckPalindromeclass.CheckPalindrome: DefaultJob
Runtime = .NET 8.0.22 (8.0.22, 8.0.2225.52707), X64 RyuJIT x86-64-v3; GC = Concurrent Workstation
Mean = 0.760 ns, StdErr = 0.003 ns (0.37%), N = 15, StdDev = 0.011 ns
Min = 0.741 ns, Q1 = 0.753 ns, Median = 0.764 ns, Q3 = 0.769 ns, Max = 0.775 ns
IQR = 0.015 ns, LowerFence = 0.730 ns, UpperFence = 0.792 ns
ConfidenceInterval = [0.749 ns; 0.772 ns] (CI 99.9%), Margin = 0.012 ns (1.53% of Mean)
Skewness = -0.47, Kurtosis = 1.74, MValue = 2
-------------------- Histogram --------------------
[0.737 ns ; 0.756 ns) | @@@@
[0.756 ns ; 0.781 ns) | @@@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet v0.15.8, Windows 11 (10.0.26200.7462/25H2/2025Update/HudsonValley2)
13th Gen Intel Core i7-13620H 2.40GHz, 1 CPU, 16 logical and 10 physical cores
.NET SDK 9.0.308
  [Host]     : .NET 8.0.22 (8.0.22, 8.0.2225.52707), X64 RyuJIT x86-64-v3
  DefaultJob : .NET 8.0.22 (8.0.22, 8.0.2225.52707), X64 RyuJIT x86-64-v3


| Method          | Mean      | Error     | StdDev    | Allocated |
|---------------- |----------:|----------:|----------:|----------:|
| CheckPalindrome | 0.7603 ns | 0.0116 ns | 0.0109 ns |         - |

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ns      : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
Run time: 00:00:52 (52.24 sec), executed benchmarks: 1

Global total time: 00:00:57 (57.26 sec), executed benchmarks: 1
// * Artifacts cleanup *
Artifacts cleanup is finished
